Step, AgentID, Energy-Level, Common-Pool-Levels
0,0,97.96160919987368,990.0
0,7,34.87037123335705,980.0
0,5,79.77148159197527,970.0
0,6,5.838830011341551,960.0
0,8,85.98125593055023,950.0
0,9,101.46476036298162,940.0
0,4,79.89066328692611,930.0
0,2,61.772502559539554,920.0
0,1,23.391880452274524,910.0
0,3,101.45145157266603,900.0
1,1,28.391880452274524,917.0
1,3,106.45145157266603,907.0
1,4,84.89066328692611,897.0
1,6,10.838830011341551,887.0
1,2,66.77250255953956,877.0
1,9,106.46476036298162,867.0
1,5,84.77148159197527,857.0
1,0,102.96160919987368,847.0
1,8,90.98125593055023,837.0
1,7,39.87037123335705,827.0
2,1,33.39188045227452,859.9213
2,9,111.46476036298162,849.9213
2,5,89.77148159197527,839.9213
2,4,89.89066328692611,829.9213
2,8,95.98125593055023,819.9213
2,3,111.45145157266603,809.9213
2,6,15.838830011341551,799.9213
2,2,71.77250255953956,789.9213
2,7,44.87037123335705,779.9213
2,0,107.96160919987368,769.9213
3,8,100.98125593055023,813.0640475418929
3,9,116.46476036298162,803.0640475418929
3,1,38.39188045227452,793.0640475418929
3,7,49.87037123335705,783.0640475418929
3,3,116.45145157266603,773.0640475418929
3,5,94.77148159197527,763.0640475418929
3,4,94.89066328692611,753.0640475418929
3,2,76.77250255953956,743.0640475418929
3,0,112.96160919987368,733.0640475418929
3,6,20.83883001134155,723.0640475418929
4,9,121.46476036298162,773.1367767501614
4,5,99.77148159197527,763.1367767501614
4,4,99.89066328692611,753.1367767501614
4,8,105.98125593055023,743.1367767501614
4,3,121.45145157266603,733.1367767501614
4,6,25.83883001134155,723.1367767501614
4,1,43.39188045227452,713.1367767501614
4,2,81.77250255953956,703.1367767501614
4,7,54.87037123335705,693.1367767501614
4,0,117.96160919987368,683.1367767501614
5,1,48.39188045227452,738.0750530506299
5,8,110.98125593055023,728.0750530506299
5,3,126.45145157266603,718.0750530506299
5,5,104.77148159197527,708.0750530506299
5,0,122.96160919987368,698.0750530506299
5,6,30.83883001134155,688.0750530506299
5,4,104.89066328692611,678.0750530506299
5,7,59.87037123335705,668.0750530506299
5,2,86.77250255953956,658.0750530506299
5,9,126.46476036298162,648.0750530506299
6,6,35.83883001134155,706.4971866498458
6,8,115.98125593055023,696.4971866498458
6,4,109.89066328692611,686.4971866498458
6,3,131.45145157266603,676.4971866498458
6,5,109.77148159197527,666.4971866498458
6,2,91.77250255953956,656.4971866498458
6,0,127.96160919987368,646.4971866498458
6,1,53.39188045227452,636.4971866498458
6,9,131.46476036298162,626.4971866498458
6,7,64.87037123335705,616.4971866498458
7,3,136.45145157266603,677.4257083006471
7,1,58.39188045227452,667.4257083006471
7,6,40.83883001134155,657.4257083006471
7,9,136.46476036298162,647.4257083006471
7,0,132.9616091998737,637.4257083006471
7,2,96.77250255953956,627.4257083006471
7,7,69.87037123335705,617.4257083006471
7,5,114.77148159197527,607.4257083006471
7,4,114.89066328692611,597.4257083006471
7,8,120.98125593055023,587.4257083006471
8,4,119.89066328692611,650.1327319590862
8,8,125.98125593055023,640.1327319590862
8,1,63.39188045227452,630.1327319590862
8,5,119.77148159197527,620.1327319590862
8,3,141.45145157266603,610.1327319590862
8,0,137.9616091998737,600.1327319590862
8,9,141.46476036298162,590.1327319590862
8,6,45.83883001134155,580.1327319590862
8,2,101.77250255953956,570.1327319590862
8,7,74.87037123335705,560.1327319590862
9,8,130.98125593055022,624.0479483232272
9,9,146.46476036298162,614.0479483232272
9,3,146.45145157266603,604.0479483232272
9,2,106.77250255953956,594.0479483232272
9,7,79.87037123335705,584.0479483232272
9,4,124.89066328692611,574.0479483232272
9,0,142.9616091998737,564.0479483232272
9,6,50.83883001134155,554.0479483232272
9,5,124.77148159197527,544.0479483232272
9,1,68.39188045227452,534.0479483232272
10,1,73.39188045227452,598.7001694877208
10,0,147.9616091998737,588.7001694877208
10,8,135.98125593055022,578.7001694877208
10,4,129.8906632869261,568.7001694877208
10,5,129.77148159197526,558.7001694877208
10,6,55.83883001134155,548.7001694877208
10,2,111.77250255953956,538.7001694877208
10,9,151.46476036298162,528.7001694877208
10,3,151.45145157266603,518.7001694877208
10,7,84.87037123335705,508.7001694877208
11,4,134.8906632869261,573.6774616029863
11,8,140.98125593055022,563.6774616029863
11,0,152.9616091998737,553.6774616029863
11,3,156.45145157266603,543.6774616029863
11,9,156.46476036298162,533.6774616029863
11,7,89.87037123335705,523.6774616029863
11,2,116.77250255953956,513.6774616029863
11,6,60.83883001134155,503.67746160298634
11,5,134.77148159197526,493.67746160298634
11,1,78.39188045227452,483.67746160298634
12,9,161.46476036298162,548.5975340250698
12,7,94.87037123335705,538.5975340250698
12,1,83.39188045227452,528.5975340250698
12,8,145.98125593055022,518.5975340250698
12,0,157.9616091998737,508.59753402506976
12,6,65.83883001134154,498.59753402506976
12,3,161.45145157266603,488.59753402506976
12,5,139.77148159197526,478.59753402506976
12,2,121.77250255953956,468.59753402506976
12,4,139.8906632869261,458.59753402506976
13,2,126.77250255953956,523.0832847684281
13,3,166.45145157266603,513.0832847684281
13,0,162.9616091998737,503.08328476842814
13,7,99.87037123335705,493.08328476842814
13,8,150.98125593055022,483.08328476842814
13,5,144.77148159197526,473.08328476842814
13,9,166.46476036298162,463.08328476842814
13,4,144.8906632869261,453.08328476842814
13,1,88.39188045227452,443.08328476842814
13,6,70.83883001134154,433.08328476842814
14,3,171.45145157266603,496.73993073521314
14,2,131.77250255953956,486.73993073521314
14,4,149.8906632869261,476.73993073521314
14,1,93.39188045227452,466.73993073521314
14,7,104.87037123335705,456.73993073521314
14,5,149.77148159197526,446.73993073521314
14,0,167.9616091998737,436.73993073521314
14,8,155.98125593055022,426.73993073521314
14,6,75.83883001134154,416.73993073521314
14,9,171.46476036298162,406.73993073521314
15,1,98.39188045227452,469.1306985794313
15,2,136.77250255953956,459.1306985794313
15,7,109.87037123335705,449.1306985794313
15,6,80.83883001134154,439.1306985794313
15,3,176.45145157266603,429.1306985794313
15,5,154.77148159197526,419.1306985794313
15,0,172.9616091998737,409.1306985794313
15,9,176.46476036298162,399.1306985794313
15,8,160.98125593055022,389.1306985794313
15,4,154.8906632869261,379.1306985794313
16,6,85.83883001134154,439.7478821716624
16,7,114.87037123335705,429.7478821716624
16,4,159.8906632869261,419.7478821716624
16,5,159.77148159197526,409.7478821716624
16,3,181.45145157266603,399.7478821716624
16,1,103.39188045227452,389.7478821716624
16,0,177.9616091998737,379.7478821716624
16,2,141.77250255953956,369.7478821716624
16,9,181.46476036298162,359.7478821716624
16,8,165.98125593055022,349.7478821716624
17,4,164.8906632869261,407.9751724980922
17,2,146.77250255953956,397.9751724980922
17,7,119.87037123335705,387.9751724980922
17,0,182.9616091998737,377.9751724980922
17,8,170.98125593055022,367.9751724980922
17,6,90.83883001134154,357.9751724980922
17,3,186.45145157266603,347.9751724980922
17,1,108.39188045227452,337.9751724980922
17,5,164.77148159197526,327.9751724980922
17,9,186.46476036298162,317.9751724980922
18,4,169.8906632869261,373.0352611499624
18,6,95.83883001134154,363.0352611499624
18,7,124.87037123335705,353.0352611499624
18,2,151.77250255953956,343.0352611499624
18,3,191.45145157266603,333.0352611499624
18,9,191.46476036298162,323.0352611499624
18,0,187.9616091998737,313.0352611499624
18,5,169.77148159197526,303.0352611499624
18,8,175.98125593055022,293.0352611499624
18,1,113.39188045227452,283.0352611499624
19,4,174.8906632869261,333.9131517786829
19,1,118.39188045227452,323.9131517786829
19,5,174.77148159197526,313.9131517786829
19,6,100.83883001134154,303.9131517786829
19,2,156.77250255953956,293.9131517786829
19,3,196.45145157266603,283.9131517786829
19,0,192.9616091998737,273.9131517786829
19,8,180.98125593055022,263.9131517786829
19,9,196.46476036298162,253.9131517786829
19,7,129.87037123335705,243.9131517786829
20,3,201.45145157266603,289.23900962910454
20,1,123.39188045227452,279.23900962910454
20,4,179.8906632869261,269.23900962910454
20,6,105.83883001134154,259.23900962910454
20,8,185.98125593055022,249.23900962910454
20,9,201.46476036298162,239.23900962910454
20,5,179.77148159197526,229.23900962910454
20,2,161.77250255953956,219.23900962910454
20,0,197.9616091998737,209.23900962910454
20,7,134.87037123335705,199.23900962910454
21,9,206.46476036298162,237.10185763043998
21,8,190.98125593055022,227.10185763043998
21,5,184.77148159197526,217.10185763043998
21,2,166.77250255953956,207.10185763043998
21,3,206.45145157266603,197.10185763043998
21,7,139.87037123335705,187.10185763043998
21,6,110.83883001134154,177.10185763043998
21,4,184.8906632869261,167.10185763043998
21,1,128.3918804522745,157.10185763043998
21,0,202.9616091998737,147.10185763043998
22,9,211.46476036298162,174.7407279640741
22,5,189.77148159197526,164.7407279640741
22,4,189.8906632869261,154.7407279640741
22,1,133.3918804522745,144.7407279640741
22,3,211.45145157266603,134.7407279640741
22,2,171.77250255953956,124.7407279640741
22,8,195.98125593055022,114.7407279640741
22,0,207.9616091998737,104.7407279640741
22,6,115.83883001134154,94.7407279640741
22,7,144.87037123335705,84.7407279640741
23,7,149.87037123335705,98.00864906053197
23,5,194.77148159197526,88.00864906053197
23,1,138.3918804522745,78.00864906053197
23,9,216.46476036298162,68.00864906053197
23,8,200.98125593055022,58.008649060531965
23,0,212.9616091998737,48.008649060531965
23,2,176.77250255953956,38.008649060531965
23,6,120.83883001134154,28.008649060531965
23,4,194.8906632869261,18.008649060531965
23,3,216.45145157266603,8.008649060531965
24,9,221.46476036298162,0.39200224075912615
24,7,144.87037123335705,0.39200224075912615
24,3,211.45145157266603,0.39200224075912615
24,0,207.9616091998737,0.39200224075912615
24,8,195.98125593055022,0.39200224075912615
24,5,189.77148159197526,0.39200224075912615
24,6,115.83883001134154,0.39200224075912615
24,2,171.77250255953956,0.39200224075912615
24,1,133.3918804522745,0.39200224075912615
24,4,189.8906632869261,0.39200224075912615
25,5,184.77148159197526,0.5095568132598359
25,7,139.87037123335705,0.5095568132598359
25,3,206.45145157266603,0.5095568132598359
25,9,216.46476036298162,0.5095568132598359
25,2,166.77250255953956,0.5095568132598359
25,8,190.98125593055022,0.5095568132598359
25,0,202.9616091998737,0.5095568132598359
25,4,184.8906632869261,0.5095568132598359
25,6,110.83883001134154,0.5095568132598359
25,1,128.3918804522745,0.5095568132598359
26,4,179.8906632869261,0.6623459627940049
26,3,201.45145157266603,0.6623459627940049
26,1,123.3918804522745,0.6623459627940049
26,9,211.46476036298162,0.6623459627940049
26,6,105.83883001134154,0.6623459627940049
26,8,185.98125593055022,0.6623459627940049
26,5,179.77148159197526,0.6623459627940049
26,7,134.87037123335705,0.6623459627940049
26,2,161.77250255953956,0.6623459627940049
26,0,197.9616091998737,0.6623459627940049
27,2,156.77250255953956,0.8609181409798775
27,0,192.9616091998737,0.8609181409798775
27,8,180.98125593055022,0.8609181409798775
27,9,206.46476036298162,0.8609181409798775
27,5,174.77148159197526,0.8609181409798775
27,3,196.45145157266603,0.8609181409798775
27,4,174.8906632869261,0.8609181409798775
27,7,129.87037123335705,0.8609181409798775
27,6,100.83883001134154,0.8609181409798775
27,1,118.3918804522745,0.8609181409798775
28,8,175.98125593055022,1.1189712292602003
28,7,124.87037123335705,1.1189712292602003
28,1,113.3918804522745,1.1189712292602003
28,5,169.77148159197526,1.1189712292602003
28,4,169.8906632869261,1.1189712292602003
28,6,95.83883001134154,1.1189712292602003
28,0,187.9616091998737,1.1189712292602003
28,2,151.77250255953956,1.1189712292602003
28,3,191.45145157266603,1.1189712292602003
28,9,201.46476036298162,1.1189712292602003
29,7,119.87037123335705,1.454286969054687
29,8,170.98125593055022,1.454286969054687
29,0,182.9616091998737,1.454286969054687
29,5,164.77148159197526,1.454286969054687
29,2,146.77250255953956,1.454286969054687
29,6,90.83883001134154,1.454286969054687
29,1,108.3918804522745,1.454286969054687
29,4,164.8906632869261,1.454286969054687
29,9,196.46476036298162,1.454286969054687
29,3,186.45145157266603,1.454286969054687
30,9,191.46476036298162,1.8899385745945843
30,4,159.8906632869261,1.8899385745945843
30,0,177.9616091998737,1.8899385745945843
30,7,114.87037123335705,1.8899385745945843
30,1,103.3918804522745,1.8899385745945843
30,2,141.77250255953956,1.8899385745945843
30,8,165.98125593055022,1.8899385745945843
30,6,85.83883001134154,1.8899385745945843
30,3,181.45145157266603,1.8899385745945843
30,5,159.77148159197526,1.8899385745945843
31,0,172.9616091998737,2.455848586628237
31,5,154.77148159197526,2.455848586628237
31,3,176.45145157266603,2.455848586628237
31,1,98.3918804522745,2.455848586628237
31,6,80.83883001134154,2.455848586628237
31,7,109.87037123335705,2.455848586628237
31,9,186.46476036298162,2.455848586628237
31,2,136.77250255953956,2.455848586628237
31,8,160.98125593055022,2.455848586628237
31,4,154.8906632869261,2.455848586628237
32,3,171.45145157266603,3.190793804932575
32,9,181.46476036298162,3.190793804932575
32,1,93.3918804522745,3.190793804932575
32,6,75.83883001134154,3.190793804932575
32,0,167.9616091998737,3.190793804932575
32,8,155.98125593055022,3.190793804932575
32,7,104.87037123335705,3.190793804932575
32,4,149.8906632869261,3.190793804932575
32,5,149.77148159197526,3.190793804932575
32,2,131.77250255953956,3.190793804932575
33,5,144.77148159197526,4.144977596880668
33,1,88.3918804522745,4.144977596880668
33,7,99.87037123335705,4.144977596880668
33,4,144.8906632869261,4.144977596880668
33,6,70.83883001134154,4.144977596880668
33,2,126.77250255953956,4.144977596880668
33,0,162.9616091998737,4.144977596880668
33,8,150.98125593055022,4.144977596880668
33,3,166.45145157266603,4.144977596880668
33,9,176.46476036298162,4.144977596880668
34,6,65.83883001134154,5.383316624161276
34,0,157.9616091998737,5.383316624161276
34,5,139.77148159197526,5.383316624161276
34,7,94.87037123335705,5.383316624161276
34,1,83.3918804522745,5.383316624161276
34,9,171.46476036298162,5.383316624161276
34,8,145.98125593055022,5.383316624161276
34,2,121.77250255953956,5.383316624161276
34,3,161.45145157266603,5.383316624161276
34,4,139.8906632869261,5.383316624161276
35,5,134.77148159197526,6.989617582046868
35,8,140.98125593055022,6.989617582046868
35,1,78.3918804522745,6.989617582046868
35,2,116.77250255953956,6.989617582046868
35,6,60.83883001134154,6.989617582046868
35,0,152.9616091998737,6.989617582046868
35,3,156.45145157266603,6.989617582046868
35,7,89.87037123335705,6.989617582046868
35,4,134.8906632869261,6.989617582046868
35,9,166.46476036298162,6.989617582046868
36,2,111.77250255953956,9.071846430477951
36,0,147.9616091998737,9.071846430477951
36,8,135.98125593055022,9.071846430477951
36,6,55.83883001134154,9.071846430477951
36,9,161.46476036298162,9.071846430477951
36,4,129.8906632869261,9.071846430477951
36,3,151.45145157266603,9.071846430477951
36,1,73.3918804522745,9.071846430477951
36,5,129.77148159197526,9.071846430477951
36,7,84.87037123335705,9.071846430477951
37,8,140.98125593055022,1.7687108403238838
37,0,142.9616091998737,1.7687108403238838
37,3,146.45145157266603,1.7687108403238838
37,1,68.3918804522745,1.7687108403238838
37,9,156.46476036298162,1.7687108403238838
37,4,124.8906632869261,1.7687108403238838
37,6,50.83883001134154,1.7687108403238838
37,2,106.77250255953956,1.7687108403238838
37,5,124.77148159197526,1.7687108403238838
37,7,79.87037123335705,1.7687108403238838
38,5,119.77148159197526,2.298385591010045
38,2,101.77250255953956,2.298385591010045
38,0,137.9616091998737,2.298385591010045
38,7,74.87037123335705,2.298385591010045
38,1,63.391880452274506,2.298385591010045
38,8,135.98125593055022,2.298385591010045
38,4,119.8906632869261,2.298385591010045
38,6,45.83883001134154,2.298385591010045
38,3,141.45145157266603,2.298385591010045
38,9,151.46476036298162,2.298385591010045
39,7,69.87037123335705,2.9863164954155694
39,5,114.77148159197526,2.9863164954155694
39,1,58.391880452274506,2.9863164954155694
39,3,136.45145157266603,2.9863164954155694
39,0,132.9616091998737,2.9863164954155694
39,2,96.77250255953956,2.9863164954155694
39,9,146.46476036298162,2.9863164954155694
39,4,114.8906632869261,2.9863164954155694
39,6,40.83883001134154,2.9863164954155694
39,8,130.98125593055022,2.9863164954155694
40,0,127.96160919987369,3.879536018177003
40,4,109.8906632869261,3.879536018177003
40,6,35.83883001134154,3.879536018177003
40,2,91.77250255953956,3.879536018177003
40,8,125.98125593055022,3.879536018177003
40,1,53.391880452274506,3.879536018177003
40,9,141.46476036298162,3.879536018177003
40,3,131.45145157266603,3.879536018177003
40,5,109.77148159197526,3.879536018177003
40,7,64.87037123335705,3.879536018177003
41,3,126.45145157266603,5.038881583715204
41,9,136.46476036298162,5.038881583715204
41,7,59.87037123335705,5.038881583715204
41,8,120.98125593055022,5.038881583715204
41,4,104.8906632869261,5.038881583715204
41,5,104.77148159197526,5.038881583715204
41,0,122.96160919987369,5.038881583715204
41,6,30.838830011341543,5.038881583715204
41,1,48.391880452274506,5.038881583715204
41,2,86.77250255953956,5.038881583715204
42,6,25.838830011341543,6.542928960545354
42,8,115.98125593055022,6.542928960545354
42,5,99.77148159197526,6.542928960545354
42,4,99.8906632869261,6.542928960545354
42,9,131.46476036298162,6.542928960545354
42,0,117.96160919987369,6.542928960545354
42,1,43.391880452274506,6.542928960545354
42,2,81.77250255953956,6.542928960545354
42,3,121.45145157266603,6.542928960545354
42,7,54.87037123335705,6.542928960545354
43,3,116.45145157266603,8.492964672894137
43,5,94.77148159197526,8.492964672894137
43,4,94.8906632869261,8.492964672894137
43,7,49.87037123335705,8.492964672894137
43,2,76.77250255953956,8.492964672894137
43,9,126.46476036298162,8.492964672894137
43,8,110.98125593055022,8.492964672894137
43,0,112.96160919987369,8.492964672894137
43,1,38.391880452274506,8.492964672894137
43,6,20.838830011341543,8.492964672894137
44,2,81.77250255953956,1.01921494008187
44,8,105.98125593055022,1.01921494008187
44,0,107.96160919987369,1.01921494008187
44,3,111.45145157266603,1.01921494008187
44,6,15.838830011341543,1.01921494008187
44,4,89.8906632869261,1.01921494008187
44,5,89.77148159197526,1.01921494008187
44,7,44.87037123335705,1.01921494008187
44,1,33.391880452274506,1.01921494008187
44,9,121.46476036298162,1.01921494008187
45,7,39.87037123335705,1.3246677823782051
45,6,10.838830011341543,1.3246677823782051
45,2,76.77250255953956,1.3246677823782051
45,8,100.98125593055022,1.3246677823782051
45,9,116.46476036298162,1.3246677823782051
45,5,84.77148159197526,1.3246677823782051
45,3,106.45145157266603,1.3246677823782051
45,1,28.391880452274506,1.3246677823782051
45,0,102.96160919987369,1.3246677823782051
45,4,84.8906632869261,1.3246677823782051
46,4,79.8906632869261,1.7215416936715655
46,1,23.391880452274506,1.7215416936715655
46,0,97.96160919987369,1.7215416936715655
46,6,5.838830011341543,1.7215416936715655
46,2,71.77250255953956,1.7215416936715655
46,3,101.45145157266603,1.7215416936715655
46,7,34.87037123335705,1.7215416936715655
46,5,79.77148159197526,1.7215416936715655
46,8,95.98125593055022,1.7215416936715655
46,9,111.46476036298162,1.7215416936715655
47,4,74.8906632869261,2.23711509003212
47,3,96.45145157266603,2.23711509003212
47,7,29.870371233357048,2.23711509003212
47,2,66.77250255953956,2.23711509003212
47,6,0.8388300113415426,2.23711509003212
47,8,90.98125593055022,2.23711509003212
47,9,106.46476036298162,2.23711509003212
47,1,18.391880452274506,2.23711509003212
47,5,74.77148159197526,2.23711509003212
47,0,92.96160919987369,2.23711509003212
48,9,101.46476036298162,2.9067482118639414
48,4,69.8906632869261,2.9067482118639414
48,8,85.98125593055022,2.9067482118639414
48,2,61.77250255953956,2.9067482118639414
48,7,24.870371233357048,2.9067482118639414
48,5,69.77148159197526,2.9067482118639414
48,6,0.0,2.9067482118639414
48,3,91.45145157266603,2.9067482118639414
48,0,87.96160919987369,2.9067482118639414
48,1,13.391880452274506,2.9067482118639414
49,5,64.77148159197526,3.7762379198729716
49,4,64.8906632869261,3.7762379198729716
49,1,8.391880452274506,3.7762379198729716
49,0,82.96160919987369,3.7762379198729716
49,7,19.870371233357048,3.7762379198729716
49,8,80.98125593055022,3.7762379198729716
49,9,96.46476036298162,3.7762379198729716
49,3,86.45145157266603,3.7762379198729716
49,2,56.77250255953956,3.7762379198729716
50,7,14.870371233357048,4.904831303986617
50,9,91.46476036298162,4.904831303986617
50,1,3.3918804522745063,4.904831303986617
50,8,75.98125593055022,4.904831303986617
50,3,81.45145157266603,4.904831303986617
50,0,77.96160919987369,4.904831303986617
50,4,59.8906632869261,4.904831303986617
50,2,51.77250255953956,4.904831303986617
50,5,59.77148159197526,4.904831303986617
51,9,86.46476036298162,6.369063484146432
51,2,46.77250255953956,6.369063484146432
51,4,54.8906632869261,6.369063484146432
51,8,70.98125593055022,6.369063484146432
51,7,9.870371233357048,6.369063484146432
51,1,0.0,6.369063484146432
51,5,54.77148159197526,6.369063484146432
51,3,76.45145157266603,6.369063484146432
51,0,72.96160919987369,6.369063484146432
52,5,49.77148159197526,8.267613038490836
52,4,49.8906632869261,8.267613038490836
52,9,81.46476036298162,8.267613038490836
52,2,41.77250255953956,8.267613038490836
52,3,71.45145157266603,8.267613038490836
52,7,4.870371233357048,8.267613038490836
52,0,67.96160919987369,8.267613038490836
52,8,65.98125593055022,8.267613038490836
53,5,54.77148159197526,0.7273909224318196
53,2,36.77250255953956,0.7273909224318196
53,8,60.98125593055022,0.7273909224318196
53,9,76.46476036298162,0.7273909224318196
53,3,66.45145157266603,0.7273909224318196
53,7,0.0,0.7273909224318196
53,4,44.8906632869261,0.7273909224318196
53,0,62.96160919987369,0.7273909224318196
54,2,31.77250255953956,0.9454494698951545
54,5,49.77148159197526,0.9454494698951545
54,0,57.96160919987369,0.9454494698951545
54,9,71.46476036298162,0.9454494698951545
54,8,55.98125593055022,0.9454494698951545
54,3,61.45145157266603,0.9454494698951545
54,4,39.8906632869261,0.9454494698951545
55,0,52.96160919987369,1.2288161484536633
55,8,50.98125593055022,1.2288161484536633
55,4,34.8906632869261,1.2288161484536633
55,5,44.77148159197526,1.2288161484536633
55,3,56.45145157266603,1.2288161484536633
55,9,66.46476036298162,1.2288161484536633
55,2,26.77250255953956,1.2288161484536633
56,9,61.46476036298162,1.597007996251752
56,4,29.8906632869261,1.597007996251752
56,3,51.45145157266603,1.597007996251752
56,2,21.77250255953956,1.597007996251752
56,8,45.98125593055022,1.597007996251752
56,0,47.96160919987369,1.597007996251752
56,5,39.77148159197526,1.597007996251752
57,8,40.98125593055022,2.07534526476525
57,3,46.45145157266603,2.07534526476525
57,4,24.8906632869261,2.07534526476525
57,9,56.46476036298162,2.07534526476525
57,5,34.77148159197526,2.07534526476525
57,0,42.96160919987369,2.07534526476525
57,2,16.77250255953956,2.07534526476525
58,0,37.96160919987369,2.69665672680443
58,8,35.98125593055022,2.69665672680443
58,4,19.8906632869261,2.69665672680443
58,3,41.45145157266603,2.69665672680443
58,2,11.77250255953956,2.69665672680443
58,5,29.77148159197526,2.69665672680443
58,9,51.46476036298162,2.69665672680443
59,0,32.96160919987369,3.503472157595093
59,8,30.98125593055022,3.503472157595093
59,4,14.890663286926099,3.503472157595093
59,5,24.77148159197526,3.503472157595093
59,9,46.46476036298162,3.503472157595093
59,2,6.772502559539561,3.503472157595093
59,3,36.45145157266603,3.503472157595093
60,0,27.961609199873692,4.550831509725907
60,8,25.98125593055022,4.550831509725907
60,3,31.45145157266603,4.550831509725907
60,2,1.7725025595395607,4.550831509725907
60,4,9.890663286926099,4.550831509725907
60,5,19.77148159197526,4.550831509725907
60,9,41.46476036298162,4.550831509725907
61,4,4.890663286926099,5.909867942414705
61,8,20.98125593055022,5.909867942414705
61,3,26.45145157266603,5.909867942414705
61,5,14.77148159197526,5.909867942414705
61,0,22.961609199873692,5.909867942414705
61,9,36.46476036298162,5.909867942414705
61,2,0.0,5.909867942414705
62,5,9.77148159197526,7.672350363410082
62,4,0.0,7.672350363410082
62,9,31.46476036298162,7.672350363410082
62,0,17.961609199873692,7.672350363410082
62,8,15.981255930550219,7.672350363410082
62,3,21.45145157266603,7.672350363410082
63,3,16.45145157266603,9.956395984403432
63,0,12.961609199873692,9.956395984403432
63,9,26.46476036298162,9.956395984403432
63,5,4.77148159197526,9.956395984403432
63,8,10.981255930550219,9.956395984403432
64,9,31.46476036298162,2.9135758334249893
64,5,0.0,2.9135758334249893
64,0,7.961609199873692,2.9135758334249893
64,3,11.45145157266603,2.9135758334249893
64,8,5.981255930550219,2.9135758334249893
65,0,2.961609199873692,3.7851019062113505
65,9,26.46476036298162,3.7851019062113505
65,3,6.451451572666031,3.7851019062113505
65,8,0.9812559305502191,3.7851019062113505
66,3,1.4514515726660306,4.916334379142634
66,9,21.46476036298162,4.916334379142634
66,8,0.0,4.916334379142634
66,0,0.0,4.916334379142634
67,9,16.46476036298162,6.383983589767162
67,3,0.0,6.383983589767162
68,9,11.464760362981622,8.286952092754985
69,9,16.46476036298162,0.7524356480851964
70,9,11.464760362981622,0.9779964946894024
71,9,6.464760362981622,1.2711084999531357
72,9,1.4647603629816217,1.6519563348934805
73,9,0.0,2.1467245474418064
